age,marital,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,y,duration_mins,education_level,job_type,income_level
51,married,no,no,cellular,aug,fri,3,0,nonexistent,no,9,low,blue-collar,mid
26,single,no,no,cellular,oct,fri,1,0,nonexistent,yes,5,high,white-collar,high
27,single,no,no,telephone,may,mon,1,0,nonexistent,no,6,low,blue-collar,low
31,married,yes,no,cellular,nov,thu,2,0,nonexistent,no,2,mid,blue-collar,mid
44,married,no,no,cellular,jul,tue,5,0,nonexistent,no,6,low,blue-collar,low
35,married,yes,no,telephone,may,thu,1,0,nonexistent,no,1,low,blue-collar,low
44,married,no,no,telephone,may,tue,2,0,nonexistent,no,5,low,blue-collar,low
41,married,no,no,cellular,nov,tue,1,0,nonexistent,no,2,mid,blue-collar,low
34,married,yes,yes,cellular,nov,fri,2,0,nonexistent,no,6,mid,blue-collar,mid
34,married,yes,no,cellular,may,mon,1,0,nonexistent,no,3,low,blue-collar,low
43,married,yes,no,cellular,may,fri,1,0,nonexistent,yes,11,high,white-collar,high
39,divorced,no,no,telephone,may,wed,1,0,nonexistent,no,2,low,blue-collar,low
46,divorced,no,no,telephone,jun,fri,3,0,nonexistent,no,21,high,blue-collar,mid
35,divorced,no,no,cellular,may,fri,1,0,nonexistent,yes,6,mid,blue-collar,mid
47,married,yes,yes,telephone,jun,wed,1,0,nonexistent,no,1,mid,blue-collar,mid
27,single,no,no,cellular,may,mon,4,0,nonexistent,no,1,high,white-collar,high
37,married,no,no,cellular,may,mon,1,0,nonexistent,no,9,mid,white-collar,high
52,married,yes,no,telephone,may,thu,1,0,nonexistent,no,7,low,blue-collar,low
43,married,yes,no,telephone,may,wed,2,0,nonexistent,no,2,low,blue-collar,low
31,single,yes,no,cellular,aug,fri,4,0,nonexistent,no,1,high,white-collar,high
29,single,yes,no,cellular,aug,tue,1,0,nonexistent,no,1,high,white-collar,high
43,married,yes,no,cellular,may,fri,2,1,failure,no,2,mid,white-collar,high
47,single,yes,no,telephone,jun,fri,3,0,nonexistent,no,1,high,white-collar,high
45,divorced,yes,no,cellular,aug,wed,1,0,nonexistent,no,3,low,out-of-workforce,low
39,married,no,no,cellular,may,mon,1,0,nonexistent,no,3,low,blue-collar,low
36,married,yes,no,cellular,jul,tue,2,0,nonexistent,no,11,mid,white-collar,high
21,single,no,no,cellular,apr,mon,2,0,nonexistent,no,5,low,blue-collar,mid
28,married,no,no,cellular,jul,tue,3,0,nonexistent,no,1,mid,white-collar,high
48,divorced,yes,no,cellular,apr,mon,1,0,nonexistent,no,6,mid,blue-collar,mid
43,married,no,no,cellular,aug,mon,1,0,nonexistent,no,1,high,white-collar,high
37,single,no,yes,cellular,aug,mon,2,0,nonexistent,no,4,high,white-collar,high
59,divorced,yes,no,cellular,may,wed,3,0,nonexistent,no,5,mid,out-of-workforce,low
31,married,yes,no,telephone,may,fri,3,0,nonexistent,no,2,low,white-collar,high
57,single,yes,no,cellular,aug,wed,8,0,nonexistent,no,2,high,blue-collar,mid
44,married,no,no,cellular,aug,thu,3,0,nonexistent,no,8,mid,blue-collar,mid
57,divorced,yes,yes,telephone,jun,tue,2,0,nonexistent,no,4,high,white-collar,high
26,single,no,no,telephone,jun,thu,5,0,nonexistent,no,4,mid,white-collar,high
43,married,yes,no,cellular,nov,fri,1,0,nonexistent,no,1,mid,out-of-workforce,low
34,married,yes,no,telephone,jun,fri,2,0,nonexistent,no,4,low,blue-collar,low
48,married,no,no,cellular,nov,wed,4,0,nonexistent,yes,18,mid,white-collar,high
32,divorced,yes,no,telephone,may,fri,2,0,nonexistent,no,5,mid,white-collar,high
38,single,yes,no,cellular,may,mon,3,1,failure,no,3,mid,blue-collar,mid
37,single,no,yes,cellular,jul,tue,4,0,nonexistent,no,2,high,white-collar,high
29,single,yes,no,cellular,may,fri,2,0,nonexistent,no,2,high,white-collar,high
42,married,no,no,cellular,aug,wed,2,0,nonexistent,no,1,high,white-collar,high
52,divorced,no,no,telephone,jun,thu,1,0,nonexistent,no,0,high,white-collar,high
48,divorced,no,yes,telephone,jun,mon,2,0,nonexistent,no,2,low,out-of-workforce,low
30,single,yes,no,telephone,may,tue,3,0,nonexistent,no,3,high,blue-collar,mid
41,married,no,no,cellular,aug,mon,2,0,nonexistent,no,3,mid,blue-collar,mid
24,single,yes,no,cellular,apr,mon,3,0,nonexistent,no,7,high,white-collar,high
57,divorced,yes,no,cellular,apr,mon,1,0,nonexistent,no,2,high,white-collar,high
28,single,yes,no,cellular,apr,tue,3,2,failure,no,2,high,out-of-workforce,low
51,divorced,no,no,cellular,jul,mon,7,0,nonexistent,no,5,low,blue-collar,low
41,married,no,yes,cellular,apr,thu,1,1,failure,no,5,high,blue-collar,mid
25,single,yes,no,cellular,may,mon,5,0,nonexistent,no,6,high,white-collar,high
47,single,no,no,cellular,jul,tue,1,0,nonexistent,no,2,high,white-collar,high
34,single,yes,no,cellular,jul,fri,1,0,nonexistent,no,2,mid,white-collar,high
40,married,yes,yes,telephone,may,mon,4,0,nonexistent,no,3,low,white-collar,high
29,single,no,no,telephone,may,fri,3,0,nonexistent,no,2,low,blue-collar,low
33,married,yes,no,telephone,nov,wed,1,0,nonexistent,no,1,low,out-of-workforce,low
47,married,yes,no,telephone,may,fri,6,0,nonexistent,no,2,high,white-collar,high
42,married,yes,no,cellular,nov,fri,2,0,nonexistent,no,3,high,white-collar,high
55,married,yes,yes,cellular,nov,wed,1,0,nonexistent,no,1,high,white-collar,high
40,married,yes,no,telephone,may,wed,4,0,nonexistent,no,1,low,blue-collar,low
34,single,yes,no,telephone,may,mon,1,0,nonexistent,no,1,low,blue-collar,low
54,married,yes,no,telephone,may,wed,2,0,nonexistent,no,2,low,blue-collar,low
47,single,no,no,cellular,aug,thu,1,0,nonexistent,no,7,high,white-collar,high
39,married,yes,no,cellular,jul,thu,2,0,nonexistent,no,4,mid,blue-collar,mid
35,married,no,no,telephone,may,mon,2,0,nonexistent,no,4,low,blue-collar,low
34,married,no,no,cellular,jul,tue,7,0,nonexistent,no,7,mid,white-collar,high
31,single,yes,yes,cellular,nov,fri,1,0,nonexistent,no,4,high,blue-collar,mid
29,single,yes,no,telephone,jun,fri,1,0,nonexistent,no,3,low,blue-collar,low
43,married,yes,no,telephone,may,fri,6,0,nonexistent,no,2,mid,blue-collar,mid
33,married,yes,no,cellular,may,tue,4,0,nonexistent,no,2,low,blue-collar,low
44,single,yes,no,telephone,nov,mon,1,0,nonexistent,no,2,high,white-collar,high
32,single,no,no,cellular,mar,mon,2,1,failure,no,2,high,white-collar,high
37,married,no,no,telephone,may,tue,2,0,nonexistent,no,5,low,blue-collar,low
28,single,no,yes,cellular,aug,tue,1,1,failure,yes,4,low,out-of-workforce,low
31,divorced,yes,no,cellular,aug,thu,2,0,nonexistent,no,2,high,blue-collar,mid
33,single,yes,no,cellular,may,wed,2,1,failure,no,2,low,blue-collar,low
29,single,yes,no,telephone,may,mon,1,0,nonexistent,no,7,high,blue-collar,mid
34,divorced,no,no,cellular,jul,tue,5,0,nonexistent,no,2,mid,blue-collar,mid
34,divorced,yes,no,telephone,jul,thu,4,0,nonexistent,no,3,high,blue-collar,mid
34,divorced,no,no,telephone,jun,mon,1,0,nonexistent,no,3,low,blue-collar,low
34,single,yes,no,cellular,aug,tue,1,0,nonexistent,no,4,mid,blue-collar,mid
36,married,yes,no,cellular,may,fri,1,0,nonexistent,no,1,high,white-collar,high
28,married,no,no,cellular,jul,wed,1,0,nonexistent,no,2,high,white-collar,high
38,married,no,no,cellular,nov,thu,1,4,failure,yes,2,high,white-collar,high
34,married,yes,no,telephone,may,fri,1,0,nonexistent,no,1,high,white-collar,high
53,married,yes,yes,cellular,nov,tue,1,0,nonexistent,no,1,high,white-collar,high
36,single,yes,no,cellular,nov,wed,2,0,nonexistent,no,2,high,white-collar,high
24,single,no,no,cellular,aug,fri,1,2,failure,no,1,mid,out-of-workforce,low
29,single,no,no,telephone,may,fri,3,0,nonexistent,no,1,mid,blue-collar,low
47,married,yes,no,telephone,may,fri,3,0,nonexistent,no,5,high,white-collar,high
33,single,yes,no,cellular,aug,thu,2,0,nonexistent,no,1,high,out-of-workforce,low
56,divorced,yes,no,cellular,may,mon,2,1,failure,no,2,mid,blue-collar,mid
38,married,no,no,cellular,aug,fri,1,0,nonexistent,no,2,mid,blue-collar,mid
30,single,yes,yes,cellular,aug,mon,2,0,nonexistent,no,1,mid,blue-collar,mid
38,married,no,no,cellular,aug,tue,2,0,nonexistent,no,2,high,white-collar,high
37,married,no,no,telephone,may,thu,2,0,nonexistent,no,20,mid,blue-collar,mid
30,single,no,no,telephone,sep,tue,1,2,failure,yes,13,mid,blue-collar,mid
38,married,no,no,cellular,jul,mon,5,0,nonexistent,no,5,mid,out-of-workforce,low
40,single,no,yes,telephone,may,mon,4,0,nonexistent,no,1,low,white-collar,high
26,single,no,no,telephone,jun,tue,1,0,nonexistent,no,0,mid,blue-collar,mid
45,divorced,yes,no,cellular,jul,wed,1,0,nonexistent,no,1,mid,blue-collar,low
27,married,yes,yes,telephone,may,mon,1,0,nonexistent,no,8,mid,out-of-workforce,low
59,single,no,no,telephone,jun,tue,1,0,nonexistent,no,3,mid,out-of-workforce,low
49,married,yes,no,cellular,aug,fri,1,0,nonexistent,no,2,mid,out-of-workforce,low
29,divorced,no,no,telephone,may,wed,1,0,nonexistent,no,5,mid,blue-collar,mid
47,married,yes,no,cellular,apr,thu,1,1,failure,no,1,high,white-collar,high
43,married,no,no,telephone,may,fri,1,0,nonexistent,no,4,low,blue-collar,low
28,married,no,no,cellular,jul,wed,2,0,nonexistent,no,4,mid,blue-collar,mid
35,single,no,yes,cellular,aug,tue,1,0,nonexistent,no,6,high,white-collar,high
47,single,yes,no,cellular,apr,mon,2,0,nonexistent,no,1,low,blue-collar,low
58,single,no,no,telephone,may,wed,1,0,nonexistent,no,4,mid,white-collar,high
36,single,yes,no,telephone,jun,thu,10,0,nonexistent,no,0,low,blue-collar,low
26,married,no,no,cellular,jul,tue,2,0,nonexistent,yes,15,low,white-collar,high
50,divorced,yes,yes,cellular,apr,mon,2,0,nonexistent,no,2,low,white-collar,high
27,single,no,no,cellular,jul,fri,1,0,nonexistent,no,2,high,white-collar,high
34,divorced,yes,no,telephone,sep,mon,1,1,failure,no,0,mid,blue-collar,mid
55,married,no,no,cellular,jul,mon,3,0,nonexistent,no,2,high,white-collar,mid
36,single,yes,no,cellular,apr,mon,1,0,nonexistent,no,8,mid,white-collar,high
33,married,yes,no,telephone,may,wed,1,0,nonexistent,no,2,mid,blue-collar,mid
44,married,yes,no,telephone,may,thu,2,0,nonexistent,no,8,low,blue-collar,low
28,single,no,no,cellular,may,tue,3,1,failure,no,1,mid,blue-collar,mid
30,married,no,no,telephone,may,wed,2,0,nonexistent,no,1,mid,blue-collar,low
58,married,yes,no,cellular,aug,tue,10,0,nonexistent,yes,11,low,blue-collar,mid
52,divorced,no,no,cellular,jul,tue,2,0,nonexistent,no,14,mid,out-of-workforce,low
30,divorced,yes,no,telephone,may,thu,2,0,nonexistent,no,1,mid,blue-collar,mid
54,married,no,no,cellular,may,mon,3,1,failure,yes,6,low,blue-collar,low
36,married,yes,no,cellular,aug,wed,4,0,nonexistent,no,3,low,white-collar,mid
54,divorced,yes,no,telephone,may,mon,2,0,nonexistent,no,14,high,white-collar,high
29,single,no,no,telephone,jun,mon,1,0,nonexistent,no,1,high,blue-collar,mid
45,married,yes,no,cellular,apr,mon,2,1,failure,no,3,mid,blue-collar,mid
30,married,no,no,cellular,apr,thu,3,0,nonexistent,yes,5,high,white-collar,high
36,single,yes,no,cellular,dec,mon,1,1,failure,yes,8,mid,white-collar,high
30,single,yes,no,cellular,aug,thu,1,0,nonexistent,no,1,high,blue-collar,mid
30,married,yes,no,telephone,may,thu,2,0,nonexistent,no,2,high,white-collar,high
31,single,yes,no,cellular,jul,mon,3,0,nonexistent,no,3,low,blue-collar,low
44,married,yes,no,telephone,jun,thu,3,0,nonexistent,no,8,low,blue-collar,low
58,married,no,no,cellular,mar,mon,2,2,failure,no,3,mid,blue-collar,mid
44,single,no,no,cellular,aug,mon,1,0,nonexistent,no,3,high,white-collar,high
56,divorced,yes,no,cellular,nov,thu,1,0,nonexistent,no,2,high,white-collar,high
52,single,no,yes,cellular,nov,thu,1,0,nonexistent,no,2,mid,white-collar,mid
30,divorced,no,no,cellular,jul,fri,3,0,nonexistent,no,3,mid,out-of-workforce,low
41,married,yes,no,cellular,jul,fri,4,0,nonexistent,no,7,mid,blue-collar,low
33,single,yes,no,cellular,mar,wed,4,1,failure,yes,3,mid,blue-collar,low
35,married,no,yes,telephone,may,thu,1,0,nonexistent,no,1,low,blue-collar,low
56,married,yes,no,cellular,aug,thu,3,0,nonexistent,no,2,mid,blue-collar,mid
36,divorced,yes,no,cellular,aug,mon,2,2,failure,yes,2,high,white-collar,high
45,married,no,no,cellular,aug,tue,3,0,nonexistent,no,6,low,blue-collar,low
50,married,yes,no,telephone,nov,mon,3,0,nonexistent,no,2,low,blue-collar,low
29,married,yes,no,telephone,jun,tue,1,0,nonexistent,no,3,mid,white-collar,high
34,married,yes,no,telephone,jun,fri,2,0,nonexistent,no,3,high,white-collar,high
31,single,yes,no,telephone,may,wed,2,0,nonexistent,no,0,mid,blue-collar,mid
40,married,yes,no,cellular,nov,tue,1,0,nonexistent,no,2,mid,blue-collar,mid
44,married,yes,no,cellular,nov,mon,1,1,failure,no,2,high,white-collar,high
32,married,yes,no,cellular,jul,thu,1,0,nonexistent,no,2,high,white-collar,high
33,single,yes,no,cellular,apr,mon,1,0,nonexistent,no,2,high,white-collar,high
38,single,yes,no,cellular,nov,wed,1,0,nonexistent,no,5,low,blue-collar,low
64,married,no,no,cellular,mar,tue,2,1,success,yes,12,high,out-of-workforce,low
48,married,yes,no,cellular,jul,thu,1,0,nonexistent,no,3,low,blue-collar,low
32,divorced,no,no,telephone,jun,mon,2,0,nonexistent,no,0,low,blue-collar,low
40,married,yes,no,telephone,jun,mon,2,0,nonexistent,no,1,high,white-collar,high
32,single,no,no,cellular,jun,mon,1,2,success,yes,4,mid,blue-collar,low
43,married,yes,no,cellular,nov,thu,2,0,nonexistent,no,3,high,white-collar,high
29,single,no,no,cellular,may,wed,2,0,nonexistent,no,2,high,white-collar,high
39,married,yes,no,telephone,may,thu,4,0,nonexistent,no,2,mid,blue-collar,mid
48,married,no,no,cellular,may,mon,2,0,nonexistent,no,8,mid,blue-collar,mid
31,single,yes,yes,cellular,may,mon,1,0,nonexistent,no,5,mid,blue-collar,mid
52,married,yes,no,cellular,jul,thu,2,0,nonexistent,no,7,mid,blue-collar,mid
23,single,no,yes,cellular,jul,thu,1,0,nonexistent,no,1,high,white-collar,high
55,married,yes,no,telephone,mar,thu,7,0,nonexistent,no,4,high,white-collar,high
56,married,no,yes,telephone,may,fri,3,0,nonexistent,no,2,mid,blue-collar,mid
63,married,yes,no,cellular,oct,wed,1,0,nonexistent,yes,2,mid,out-of-workforce,low
45,single,yes,no,cellular,oct,wed,2,2,failure,no,5,low,out-of-workforce,low
31,married,yes,no,cellular,may,tue,1,0,nonexistent,no,3,high,white-collar,high
30,divorced,yes,no,telephone,may,wed,4,1,failure,no,1,mid,white-collar,high
41,single,yes,no,cellular,may,thu,2,0,nonexistent,no,6,mid,white-collar,high
41,married,yes,no,cellular,aug,thu,1,0,nonexistent,no,13,high,white-collar,high
41,married,yes,no,cellular,may,tue,1,2,failure,no,4,low,blue-collar,low
25,single,yes,no,cellular,may,thu,2,0,nonexistent,no,2,low,blue-collar,low
33,single,yes,no,telephone,may,tue,2,0,nonexistent,no,2,high,out-of-workforce,low
37,divorced,yes,no,cellular,may,mon,1,0,nonexistent,yes,7,high,white-collar,high
41,divorced,yes,no,cellular,aug,wed,4,0,nonexistent,no,3,high,white-collar,high
35,married,yes,yes,cellular,apr,thu,1,0,nonexistent,yes,7,high,white-collar,high
28,single,yes,no,telephone,may,fri,3,0,nonexistent,no,5,high,white-collar,high
41,single,yes,no,cellular,jun,tue,1,1,failure,no,2,high,blue-collar,mid
38,married,yes,no,telephone,jun,wed,3,0,nonexistent,no,1,high,white-collar,high
58,married,yes,no,telephone,may,fri,1,0,nonexistent,no,5,low,blue-collar,low
57,divorced,no,no,telephone,may,thu,5,0,nonexistent,no,2,mid,blue-collar,low
33,married,yes,no,cellular,aug,tue,1,0,nonexistent,no,2,high,white-collar,high
48,married,no,no,telephone,may,thu,4,0,nonexistent,no,2,mid,blue-collar,mid
48,married,yes,no,cellular,aug,tue,1,0,nonexistent,no,7,low,blue-collar,mid
50,married,yes,no,cellular,aug,thu,1,0,nonexistent,no,2,low,white-collar,mid
36,single,yes,no,cellular,may,thu,1,1,failure,no,3,mid,blue-collar,mid
33,single,no,no,telephone,may,tue,3,0,nonexistent,no,12,high,white-collar,mid
35,married,no,no,telephone,jun,thu,31,0,nonexistent,no,1,low,blue-collar,low
56,married,no,no,cellular,aug,tue,1,0,nonexistent,no,6,high,out-of-workforce,low
39,divorced,yes,no,cellular,nov,tue,1,0,nonexistent,no,1,mid,blue-collar,mid
45,married,yes,no,cellular,apr,fri,3,1,failure,no,11,low,blue-collar,low
51,married,no,no,telephone,may,mon,1,0,nonexistent,no,5,low,blue-collar,low
33,married,yes,yes,telephone,jun,wed,2,0,nonexistent,no,1,high,white-collar,high
37,divorced,no,no,telephone,may,thu,10,0,nonexistent,no,1,mid,white-collar,high
36,single,yes,no,cellular,jul,thu,6,0,nonexistent,no,2,high,white-collar,high
35,single,yes,no,cellular,aug,thu,2,0,nonexistent,no,4,mid,blue-collar,mid
54,married,no,no,cellular,nov,mon,1,0,nonexistent,no,1,high,blue-collar,mid
36,single,no,no,cellular,may,tue,1,1,failure,no,2,low,blue-collar,low
48,married,no,no,telephone,may,tue,1,0,nonexistent,no,6,low,white-collar,high
55,married,yes,yes,telephone,may,wed,1,0,nonexistent,no,18,low,blue-collar,low
54,married,no,yes,telephone,may,mon,7,0,nonexistent,no,2,high,blue-collar,mid
38,married,no,no,telephone,jun,fri,4,0,nonexistent,yes,8,high,white-collar,high
58,married,no,no,telephone,jun,mon,1,0,nonexistent,no,5,low,blue-collar,mid
46,married,no,no,telephone,may,mon,3,0,nonexistent,no,0,mid,blue-collar,mid
49,married,yes,no,cellular,apr,thu,1,0,nonexistent,no,1,high,white-collar,high
42,married,yes,no,telephone,may,tue,1,0,nonexistent,no,3,high,white-collar,high
45,married,yes,no,telephone,may,mon,3,0,nonexistent,no,1,low,blue-collar,low
26,single,yes,no,telephone,oct,mon,1,0,nonexistent,no,3,mid,out-of-workforce,low
33,married,no,yes,cellular,may,wed,3,0,nonexistent,no,3,low,blue-collar,low
35,married,yes,no,cellular,nov,tue,1,0,nonexistent,no,7,mid,white-collar,high
50,married,yes,no,cellular,aug,tue,1,0,nonexistent,no,3,low,blue-collar,low
44,married,no,no,cellular,aug,fri,4,0,nonexistent,no,2,mid,blue-collar,low
33,married,no,no,cellular,aug,tue,2,0,nonexistent,no,21,mid,blue-collar,mid
37,single,yes,no,cellular,jul,wed,1,0,nonexistent,no,3,high,white-collar,high
24,single,no,yes,cellular,jul,thu,2,0,nonexistent,yes,6,low,white-collar,mid
71,married,no,no,cellular,apr,thu,1,0,nonexistent,yes,9,mid,out-of-workforce,low
41,married,yes,no,telephone,may,fri,2,0,nonexistent,no,3,low,blue-collar,low
57,divorced,yes,no,telephone,may,wed,3,0,nonexistent,no,1,mid,blue-collar,mid
32,married,yes,no,telephone,may,mon,2,0,nonexistent,no,2,mid,blue-collar,low
33,single,yes,no,cellular,aug,mon,1,0,nonexistent,no,2,mid,blue-collar,mid
48,single,yes,no,cellular,may,wed,2,0,nonexistent,no,2,mid,blue-collar,mid
37,married,yes,no,telephone,jul,thu,1,0,nonexistent,no,2,low,blue-collar,low
33,married,yes,no,cellular,jul,wed,6,0,nonexistent,no,3,high,blue-collar,mid
34,single,no,no,cellular,nov,mon,2,0,nonexistent,no,2,high,white-collar,high
34,single,no,no,cellular,jul,wed,2,0,nonexistent,no,4,high,white-collar,high
32,married,yes,no,telephone,jun,wed,2,0,nonexistent,no,14,mid,blue-collar,mid
48,married,yes,no,telephone,may,wed,6,0,nonexistent,no,3,low,blue-collar,low
38,divorced,no,no,cellular,nov,thu,2,0,nonexistent,no,1,low,blue-collar,low
50,single,no,no,telephone,jun,mon,4,0,nonexistent,yes,12,high,blue-collar,low
30,single,yes,yes,telephone,apr,thu,2,0,nonexistent,yes,15,high,white-collar,high
49,divorced,no,no,cellular,aug,wed,1,0,nonexistent,no,2,high,white-collar,high
27,single,yes,no,cellular,jul,tue,3,0,nonexistent,no,3,mid,blue-collar,mid
45,married,yes,no,telephone,jun,mon,2,0,nonexistent,no,3,low,blue-collar,low
44,married,no,no,telephone,may,mon,1,0,nonexistent,no,4,mid,white-collar,high
29,single,yes,no,cellular,may,wed,1,1,failure,no,2,mid,white-collar,high
33,divorced,no,no,telephone,may,wed,2,0,nonexistent,no,5,high,white-collar,high
32,single,no,no,telephone,may,fri,1,0,nonexistent,no,6,low,blue-collar,mid
32,married,yes,no,cellular,aug,thu,1,0,nonexistent,no,2,high,white-collar,high
32,single,yes,no,cellular,aug,thu,2,0,nonexistent,no,31,high,white-collar,high
37,married,yes,no,cellular,jul,mon,17,0,nonexistent,no,2,high,out-of-workforce,low
33,married,no,no,telephone,may,wed,1,0,nonexistent,no,1,low,blue-collar,low
45,married,yes,yes,telephone,may,tue,1,0,nonexistent,no,0,low,white-collar,high
38,married,yes,no,cellular,aug,fri,3,0,nonexistent,no,2,mid,blue-collar,mid
43,single,yes,no,cellular,apr,mon,4,0,nonexistent,no,3,high,blue-collar,mid
60,married,no,no,telephone,jul,fri,7,0,nonexistent,no,2,mid,out-of-workforce,low
42,married,yes,no,telephone,may,fri,1,0,nonexistent,no,2,mid,blue-collar,mid
25,single,no,no,telephone,jul,wed,2,0,nonexistent,no,5,mid,blue-collar,mid
