age,marital,education_level,job_type,income_level,contact,day_of_week,duration_mins,campaign,previous,poutcome,was_contacted_before,deposited_before,y
47,single,high,white-collar,high,telephone,fri,1,3,0,nonexistent,False,False,no
45,divorced,low,out-of-workforce,low,cellular,wed,3,1,0,nonexistent,False,False,no
39,married,low,blue-collar,mid,cellular,mon,3,1,0,nonexistent,False,False,no
36,married,mid,white-collar,mid,cellular,tue,11,2,0,nonexistent,False,False,no
21,single,low,blue-collar,mid,cellular,mon,5,2,0,nonexistent,False,False,no
28,married,mid,white-collar,mid,cellular,tue,1,3,0,nonexistent,False,False,no
48,divorced,mid,blue-collar,mid,cellular,mon,6,1,0,nonexistent,False,False,no
43,married,high,white-collar,high,cellular,mon,1,1,0,nonexistent,False,False,no
37,single,high,white-collar,mid,cellular,mon,4,2,0,nonexistent,False,False,no
59,divorced,mid,out-of-workforce,low,cellular,wed,5,3,0,nonexistent,False,False,no
31,married,low,white-collar,high,telephone,fri,2,3,0,nonexistent,False,False,no
57,single,high,blue-collar,mid,cellular,wed,2,8,0,nonexistent,False,False,no
44,married,mid,blue-collar,mid,cellular,thu,8,3,0,nonexistent,False,False,no
57,divorced,high,white-collar,high,telephone,tue,4,2,0,nonexistent,False,False,no
26,single,mid,white-collar,mid,telephone,thu,4,5,0,nonexistent,False,False,no
43,married,mid,out-of-workforce,low,cellular,fri,1,1,0,nonexistent,False,False,no
34,married,low,blue-collar,mid,telephone,fri,4,2,0,nonexistent,False,False,no
48,married,mid,white-collar,mid,cellular,wed,18,4,0,nonexistent,False,False,yes
32,divorced,mid,white-collar,mid,telephone,fri,5,2,0,nonexistent,False,False,no
38,single,mid,blue-collar,mid,cellular,mon,3,3,1,failure,True,False,no
37,single,high,white-collar,mid,cellular,tue,2,4,0,nonexistent,False,False,no
29,single,high,white-collar,mid,cellular,fri,2,2,0,nonexistent,False,False,no
42,married,high,white-collar,mid,cellular,wed,1,2,0,nonexistent,False,False,no
52,divorced,high,white-collar,high,telephone,thu,0,1,0,nonexistent,False,False,no
48,divorced,low,out-of-workforce,low,telephone,mon,2,2,0,nonexistent,False,False,no
30,single,high,blue-collar,mid,telephone,tue,3,3,0,nonexistent,False,False,no
41,married,mid,blue-collar,mid,cellular,mon,3,2,0,nonexistent,False,False,no
24,single,high,white-collar,mid,cellular,mon,7,3,0,nonexistent,False,False,no
57,divorced,high,white-collar,high,cellular,mon,2,1,0,nonexistent,False,False,no
28,single,high,out-of-workforce,low,cellular,tue,2,3,2,failure,True,False,no
51,divorced,low,blue-collar,mid,cellular,mon,5,7,0,nonexistent,False,False,no
41,married,high,blue-collar,mid,cellular,thu,5,1,1,failure,True,False,no
25,single,high,white-collar,high,cellular,mon,6,5,0,nonexistent,False,False,no
47,single,high,white-collar,mid,cellular,tue,2,1,0,nonexistent,False,False,no
34,single,mid,white-collar,mid,cellular,fri,2,1,0,nonexistent,False,False,no
40,married,low,white-collar,mid,telephone,mon,3,4,0,nonexistent,False,False,no
29,single,high,blue-collar,mid,telephone,fri,2,3,0,nonexistent,False,False,no
33,married,low,out-of-workforce,low,telephone,wed,1,1,0,nonexistent,False,False,no
47,married,high,white-collar,mid,telephone,fri,2,6,0,nonexistent,False,False,no
42,married,high,white-collar,mid,cellular,fri,3,2,0,nonexistent,False,False,no
55,married,high,white-collar,mid,cellular,wed,1,1,0,nonexistent,False,False,no
40,married,low,blue-collar,mid,telephone,wed,1,4,0,nonexistent,False,False,no
34,single,low,blue-collar,mid,telephone,mon,1,1,0,nonexistent,False,False,no
54,married,low,blue-collar,mid,telephone,wed,2,2,0,nonexistent,False,False,no
47,single,high,white-collar,mid,cellular,thu,7,1,0,nonexistent,False,False,no
39,married,mid,blue-collar,mid,cellular,thu,4,2,0,nonexistent,False,False,no
35,married,low,blue-collar,mid,telephone,mon,4,2,0,nonexistent,False,False,no
34,married,mid,white-collar,high,cellular,tue,7,7,0,nonexistent,False,False,no
31,single,high,blue-collar,mid,cellular,fri,4,1,0,nonexistent,False,False,no
29,single,low,blue-collar,mid,telephone,fri,3,1,0,nonexistent,False,False,no
43,married,mid,blue-collar,mid,telephone,fri,2,6,0,nonexistent,False,False,no
33,married,low,blue-collar,mid,cellular,tue,2,4,0,nonexistent,False,False,no
44,single,high,white-collar,mid,telephone,mon,2,1,0,nonexistent,False,False,no
32,single,high,white-collar,high,cellular,mon,2,2,1,failure,True,False,no
37,married,low,blue-collar,mid,telephone,tue,5,2,0,nonexistent,False,False,no
28,single,low,out-of-workforce,low,cellular,tue,4,1,1,failure,True,False,yes
31,divorced,high,blue-collar,mid,cellular,thu,2,2,0,nonexistent,False,False,no
33,single,low,blue-collar,mid,cellular,wed,2,2,1,failure,True,False,no
29,single,high,blue-collar,mid,telephone,mon,7,1,0,nonexistent,False,False,no
34,divorced,mid,blue-collar,mid,cellular,tue,2,5,0,nonexistent,False,False,no
34,divorced,low,blue-collar,mid,telephone,thu,3,4,0,nonexistent,False,False,no
34,divorced,low,blue-collar,mid,telephone,mon,3,1,0,nonexistent,False,False,no
34,single,mid,blue-collar,mid,cellular,tue,4,1,0,nonexistent,False,False,no
36,married,high,white-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,no
28,married,high,white-collar,mid,cellular,wed,2,1,0,nonexistent,False,False,no
38,married,high,white-collar,mid,cellular,thu,2,1,4,failure,True,False,yes
34,married,high,white-collar,mid,telephone,fri,1,1,0,nonexistent,False,False,no
53,married,high,white-collar,high,cellular,tue,1,1,0,nonexistent,False,False,no
36,single,high,white-collar,high,cellular,wed,2,2,0,nonexistent,False,False,no
24,single,mid,out-of-workforce,low,cellular,fri,1,1,2,failure,True,False,no
29,single,mid,blue-collar,mid,telephone,fri,1,3,0,nonexistent,False,False,no
47,married,high,white-collar,high,telephone,fri,5,3,0,nonexistent,False,False,no
33,single,high,out-of-workforce,low,cellular,thu,1,2,0,nonexistent,False,False,no
56,divorced,mid,blue-collar,mid,cellular,mon,2,2,1,failure,True,False,no
38,married,mid,blue-collar,mid,cellular,fri,2,1,0,nonexistent,False,False,no
30,single,mid,blue-collar,mid,cellular,mon,1,2,0,nonexistent,False,False,no
38,married,high,white-collar,mid,cellular,tue,2,2,0,nonexistent,False,False,no
37,married,mid,blue-collar,mid,telephone,thu,20,2,0,nonexistent,False,False,no
30,single,mid,blue-collar,mid,telephone,tue,13,1,2,failure,True,False,yes
38,married,mid,out-of-workforce,low,cellular,mon,5,5,0,nonexistent,False,False,no
40,single,low,white-collar,mid,telephone,mon,1,4,0,nonexistent,False,False,no
26,single,mid,blue-collar,mid,telephone,tue,0,1,0,nonexistent,False,False,no
45,divorced,mid,blue-collar,mid,cellular,wed,1,1,0,nonexistent,False,False,no
27,married,mid,out-of-workforce,low,telephone,mon,8,1,0,nonexistent,False,False,no
59,single,mid,out-of-workforce,low,telephone,tue,3,1,0,nonexistent,False,False,no
49,married,mid,out-of-workforce,low,cellular,fri,2,1,0,nonexistent,False,False,no
29,divorced,mid,blue-collar,mid,telephone,wed,5,1,0,nonexistent,False,False,no
47,married,high,white-collar,mid,cellular,thu,1,1,1,failure,True,False,no
43,married,low,blue-collar,mid,telephone,fri,4,1,0,nonexistent,False,False,no
28,married,mid,blue-collar,mid,cellular,wed,4,2,0,nonexistent,False,False,no
35,single,high,white-collar,mid,cellular,tue,6,1,0,nonexistent,False,False,no
47,single,low,blue-collar,mid,cellular,mon,1,2,0,nonexistent,False,False,no
58,single,mid,white-collar,high,telephone,wed,4,1,0,nonexistent,False,False,no
36,single,low,blue-collar,mid,telephone,thu,0,10,0,nonexistent,False,False,no
26,married,low,white-collar,mid,cellular,tue,15,2,0,nonexistent,False,False,yes
50,divorced,low,white-collar,mid,cellular,mon,2,2,0,nonexistent,False,False,no
27,single,high,white-collar,mid,cellular,fri,2,1,0,nonexistent,False,False,no
34,divorced,mid,blue-collar,mid,telephone,mon,0,1,1,failure,True,False,no
55,married,high,white-collar,mid,cellular,mon,2,3,0,nonexistent,False,False,no
36,single,mid,white-collar,high,cellular,mon,8,1,0,nonexistent,False,False,no
33,married,mid,blue-collar,mid,telephone,wed,2,1,0,nonexistent,False,False,no
44,married,low,blue-collar,mid,telephone,thu,8,2,0,nonexistent,False,False,no
28,single,mid,blue-collar,mid,cellular,tue,1,3,1,failure,True,False,no
30,married,high,blue-collar,mid,telephone,wed,1,2,0,nonexistent,False,False,no
58,married,low,blue-collar,mid,cellular,tue,11,10,0,nonexistent,False,False,yes
52,divorced,mid,out-of-workforce,low,cellular,tue,14,2,0,nonexistent,False,False,no
30,divorced,mid,blue-collar,mid,telephone,thu,1,2,0,nonexistent,False,False,no
54,married,low,blue-collar,mid,cellular,mon,6,3,1,failure,True,False,yes
36,married,low,white-collar,mid,cellular,wed,3,4,0,nonexistent,False,False,no
54,divorced,high,white-collar,high,telephone,mon,14,2,0,nonexistent,False,False,no
29,single,high,blue-collar,mid,telephone,mon,1,1,0,nonexistent,False,False,no
45,married,mid,blue-collar,mid,cellular,mon,3,2,1,failure,True,False,no
30,married,high,white-collar,mid,cellular,thu,5,3,0,nonexistent,False,False,yes
36,single,mid,white-collar,mid,cellular,mon,8,1,1,failure,True,False,yes
30,single,high,blue-collar,mid,cellular,thu,1,1,0,nonexistent,False,False,no
30,married,high,white-collar,high,telephone,thu,2,2,0,nonexistent,False,False,no
31,single,low,blue-collar,mid,cellular,mon,3,3,0,nonexistent,False,False,no
44,married,low,blue-collar,mid,telephone,thu,8,3,0,nonexistent,False,False,no
58,married,mid,blue-collar,mid,cellular,mon,3,2,2,failure,True,False,no
44,single,high,white-collar,mid,cellular,mon,3,1,0,nonexistent,False,False,no
56,divorced,high,white-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
52,single,mid,white-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
30,divorced,mid,out-of-workforce,low,cellular,fri,3,3,0,nonexistent,False,False,no
41,married,mid,blue-collar,mid,cellular,fri,7,4,0,nonexistent,False,False,no
33,single,mid,blue-collar,mid,cellular,wed,3,4,1,failure,True,False,yes
35,married,low,blue-collar,mid,telephone,thu,1,1,0,nonexistent,False,False,no
56,married,mid,blue-collar,mid,cellular,thu,2,3,0,nonexistent,False,False,no
36,divorced,high,white-collar,mid,cellular,mon,2,2,2,failure,True,False,yes
45,married,mid,blue-collar,mid,cellular,tue,6,3,0,nonexistent,False,False,no
50,married,low,blue-collar,mid,telephone,mon,2,3,0,nonexistent,False,False,no
29,married,mid,white-collar,mid,telephone,tue,3,1,0,nonexistent,False,False,no
34,married,high,white-collar,mid,telephone,fri,3,2,0,nonexistent,False,False,no
31,single,mid,blue-collar,mid,telephone,wed,0,2,0,nonexistent,False,False,no
40,married,mid,blue-collar,mid,cellular,tue,2,1,0,nonexistent,False,False,no
44,married,high,white-collar,high,cellular,mon,2,1,1,failure,True,False,no
32,married,high,white-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
33,single,high,white-collar,mid,cellular,mon,2,1,0,nonexistent,False,False,no
38,single,low,blue-collar,mid,cellular,wed,5,1,0,nonexistent,False,False,no
64,married,high,out-of-workforce,low,cellular,tue,12,2,1,success,True,True,yes
48,married,low,blue-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,no
32,divorced,low,blue-collar,mid,telephone,mon,0,2,0,nonexistent,False,False,no
40,married,high,white-collar,high,telephone,mon,1,2,0,nonexistent,False,False,no
32,single,mid,blue-collar,mid,cellular,mon,4,1,2,success,True,True,yes
43,married,high,white-collar,mid,cellular,thu,3,2,0,nonexistent,False,False,no
29,single,high,white-collar,mid,cellular,wed,2,2,0,nonexistent,False,False,no
39,married,mid,blue-collar,mid,telephone,thu,2,4,0,nonexistent,False,False,no
48,married,high,blue-collar,mid,cellular,mon,8,2,0,nonexistent,False,False,no
31,single,mid,blue-collar,mid,cellular,mon,5,1,0,nonexistent,False,False,no
52,married,mid,blue-collar,mid,cellular,thu,7,2,0,nonexistent,False,False,no
23,single,high,white-collar,high,cellular,thu,1,1,0,nonexistent,False,False,no
55,married,high,white-collar,mid,telephone,thu,4,7,0,nonexistent,False,False,no
56,married,mid,blue-collar,mid,telephone,fri,2,3,0,nonexistent,False,False,no
63,married,mid,out-of-workforce,low,cellular,wed,2,1,0,nonexistent,False,False,yes
45,single,mid,out-of-workforce,low,cellular,wed,5,2,2,failure,True,False,no
31,married,high,white-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
30,divorced,mid,white-collar,mid,telephone,wed,1,4,1,failure,True,False,no
41,single,mid,white-collar,mid,cellular,thu,6,2,0,nonexistent,False,False,no
41,married,high,white-collar,high,cellular,thu,13,1,0,nonexistent,False,False,no
41,married,low,blue-collar,mid,cellular,tue,4,1,2,failure,True,False,no
25,single,low,blue-collar,mid,cellular,thu,2,2,0,nonexistent,False,False,no
33,single,high,out-of-workforce,low,telephone,tue,2,2,0,nonexistent,False,False,no
37,divorced,high,white-collar,mid,cellular,mon,7,1,0,nonexistent,False,False,yes
41,divorced,high,white-collar,mid,cellular,wed,3,4,0,nonexistent,False,False,no
35,married,high,white-collar,high,cellular,thu,7,1,0,nonexistent,False,False,yes
28,single,high,white-collar,mid,telephone,fri,5,3,0,nonexistent,False,False,no
41,single,high,blue-collar,mid,cellular,tue,2,1,1,failure,True,False,no
38,married,high,white-collar,mid,telephone,wed,1,3,0,nonexistent,False,False,no
58,married,low,blue-collar,mid,telephone,fri,5,1,0,nonexistent,False,False,no
57,divorced,mid,blue-collar,mid,telephone,thu,2,5,0,nonexistent,False,False,no
33,married,high,white-collar,high,cellular,tue,2,1,0,nonexistent,False,False,no
48,married,mid,blue-collar,mid,telephone,thu,2,4,0,nonexistent,False,False,no
48,married,low,blue-collar,mid,cellular,tue,7,1,0,nonexistent,False,False,no
50,married,low,white-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
36,single,mid,blue-collar,mid,cellular,thu,3,1,1,failure,True,False,no
33,single,high,white-collar,mid,telephone,tue,12,3,0,nonexistent,False,False,no
35,married,low,blue-collar,mid,telephone,thu,1,31,0,nonexistent,False,False,no
56,married,high,out-of-workforce,low,cellular,tue,6,1,0,nonexistent,False,False,no
39,divorced,mid,blue-collar,mid,cellular,tue,1,1,0,nonexistent,False,False,no
45,married,high,blue-collar,mid,cellular,fri,11,3,1,failure,True,False,no
51,married,low,blue-collar,mid,telephone,mon,5,1,0,nonexistent,False,False,no
33,married,high,white-collar,high,telephone,wed,1,2,0,nonexistent,False,False,no
37,divorced,mid,white-collar,mid,telephone,thu,1,10,0,nonexistent,False,False,no
36,single,high,white-collar,mid,cellular,thu,2,6,0,nonexistent,False,False,no
35,single,mid,blue-collar,mid,cellular,thu,4,2,0,nonexistent,False,False,no
54,married,high,blue-collar,mid,cellular,mon,1,1,0,nonexistent,False,False,no
36,single,low,blue-collar,mid,cellular,tue,2,1,1,failure,True,False,no
48,married,low,blue-collar,mid,telephone,tue,6,1,0,nonexistent,False,False,no
55,married,low,blue-collar,mid,telephone,wed,18,1,0,nonexistent,False,False,no
54,married,high,blue-collar,mid,telephone,mon,2,7,0,nonexistent,False,False,no
38,married,high,white-collar,mid,telephone,fri,8,4,0,nonexistent,False,False,yes
58,married,low,blue-collar,mid,telephone,mon,5,1,0,nonexistent,False,False,no
46,married,mid,blue-collar,mid,telephone,mon,0,3,0,nonexistent,False,False,no
49,married,high,white-collar,high,cellular,thu,1,1,0,nonexistent,False,False,no
42,married,high,white-collar,high,telephone,tue,3,1,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,telephone,mon,1,3,0,nonexistent,False,False,no
26,single,mid,out-of-workforce,low,telephone,mon,3,1,0,nonexistent,False,False,no
33,married,low,blue-collar,mid,cellular,wed,3,3,0,nonexistent,False,False,no
35,married,mid,white-collar,high,cellular,tue,7,1,0,nonexistent,False,False,no
50,married,low,blue-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
44,married,mid,blue-collar,mid,cellular,fri,2,4,0,nonexistent,False,False,no
33,married,mid,blue-collar,mid,cellular,tue,21,2,0,nonexistent,False,False,no
37,single,high,white-collar,high,cellular,wed,3,1,0,nonexistent,False,False,no
24,single,high,white-collar,mid,cellular,thu,6,2,0,nonexistent,False,False,yes
71,married,mid,out-of-workforce,low,cellular,thu,9,1,0,nonexistent,False,False,yes
41,married,low,blue-collar,mid,telephone,fri,3,2,0,nonexistent,False,False,no
57,divorced,mid,blue-collar,mid,telephone,wed,1,3,0,nonexistent,False,False,no
32,married,mid,blue-collar,mid,telephone,mon,2,2,0,nonexistent,False,False,no
33,single,mid,blue-collar,mid,cellular,mon,2,1,0,nonexistent,False,False,no
48,single,mid,blue-collar,mid,cellular,wed,2,2,0,nonexistent,False,False,no
37,married,low,blue-collar,mid,telephone,thu,2,1,0,nonexistent,False,False,no
33,married,high,blue-collar,mid,cellular,wed,3,6,0,nonexistent,False,False,no
34,single,high,white-collar,mid,cellular,mon,2,2,0,nonexistent,False,False,no
34,single,high,white-collar,mid,cellular,wed,4,2,0,nonexistent,False,False,no
32,married,mid,blue-collar,mid,telephone,wed,14,2,0,nonexistent,False,False,no
48,married,low,blue-collar,mid,telephone,wed,3,6,0,nonexistent,False,False,no
38,divorced,low,blue-collar,mid,cellular,thu,1,2,0,nonexistent,False,False,no
50,single,high,blue-collar,mid,telephone,mon,12,4,0,nonexistent,False,False,yes
30,single,high,white-collar,mid,telephone,thu,15,2,0,nonexistent,False,False,yes
49,divorced,high,white-collar,mid,cellular,wed,2,1,0,nonexistent,False,False,no
27,single,mid,blue-collar,mid,cellular,tue,3,3,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,telephone,mon,3,2,0,nonexistent,False,False,no
44,married,mid,white-collar,high,telephone,mon,4,1,0,nonexistent,False,False,no
29,single,mid,white-collar,mid,cellular,wed,2,1,1,failure,True,False,no
33,divorced,high,white-collar,mid,telephone,wed,5,2,0,nonexistent,False,False,no
32,single,low,blue-collar,mid,telephone,fri,6,1,0,nonexistent,False,False,no
32,married,high,white-collar,high,cellular,thu,2,1,0,nonexistent,False,False,no
32,single,high,white-collar,mid,cellular,thu,31,2,0,nonexistent,False,False,no
37,married,mid,out-of-workforce,low,cellular,mon,2,17,0,nonexistent,False,False,no
